"DealerName","DealerNumber","EstablishedDate","InactiveDate","TaxID","AlphaCode","DealerCRD","MainTelephone","MainFax","StreetAddress","City","State","ZipCode","Platforms","TradingContact","DividendsContact","InvoicesContact","GroupContact","ContractIncludesAllFundsValue","FeePaymentMatrix","AdditionalPaymentInformation","WireInstructions","CheckAddress","OperationsQuestionnaire","RefresherDetails","TradingMethodValue","AccountTypes","SignatureGuaranteeWaiver","c_22c2FormOnFileValue","AdditionalContacts","HistoricalInformation","RedemptionFeeExceptions","Contracts","ClearingCorrespondents","Notes","IDCValue","Site","AdditionalInformation","BillingChannels","LastIntermediaryDueDiligenceReview","ADC22c2Feed","ACHPaymentInstructions","FirmAddress","DealerGroupId","TradesSuperOmnibusValue","TradesOmnibusValue","MarketTimingInformation","DateOfReceiptOfMostRecentControlAuditReport","CreatedById","ModifiedById","Modified","Created","PrimaryDealer","ParticipatesInCBRS","PayNoPayDealerValue","Authorized3rdParty","ContractIncludesRetirementClass","ContractNotes","BillingMethodValue","Id"
"Ascensus Broker Dealer Services, LLC","1328","2014-04-03 00:00:00",,"26-3112524","N/A","147257","215-648-8000","215-648-5690","200 Dryden Road Ste 4000","Dresher ","PA ","19025",,,,,,"Yes",,,"<div class=""ExternalClass4672C03960024297940C90C9371F19CC""><html>
  <div class=""ExternalClassC1A278C255CF4C5594120D8C0A11C690"">
    <p>ABA&#58; 052000113</p>
<p>M&amp;T Bank</p>
<p>A/C&#58; 9845407791</p>
<p>​</p></div>
</html></div>",,,,"NSCC",,"NO","No",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Ascensus%20Financial%20Services%20LLC%20(1328)/default.aspx, Site","<div class=""ExternalClassD337EB0E05A24A4F8F44F3CE67FEA3B0""><html>
  <p><span id=""ms-rterangepaste-start"">Effective October 3, 2015, </span>EFC was rebranded to Ascensus Financial Services LLC.</p><p>Effective December 31, 2018, Ascensus Financial Services (AFS) and Ascensus Broker Dealer Services (ABDS), two broker-dealers wholly owned by Ascensus, were merged pursuant to an internal reorganization and the resulting entity is continuing under the name ABDS.</p>
</html></div>",,,"False",,"200 Dryden Road Ste 4000
Dresher PA 19025",10,"No","No",,,90,142,"2019-01-08 10:06:26","2014-04-03 12:30:25",,,"$",,"True",,,498
"Baker Group (Clears through Pershing)","209181","2014-03-28 00:00:00",,,,,"405-415-7202","405-415-7396","1601 NW Expressway, 20th FL ","Oklahoma City","OK ","73118 ",,,,,,"Yes",,,,,,,,,"No",,,,,,,,,,,,,"False",,"Baker Group LP 
1601 NW Expressway, 20th FL 
Oklahoma City, OK 73118 ",75,,,,,105,105,"2017-11-22 15:27:24","2014-04-10 15:49:38",,,,,,,,499
"Santander Securities LLC (Clears through Pershing)","209181","2014-04-22 00:00:00",,,,,"(617)379-4609","(617)757-3472","75 State Street","Dorchester","MA","02125",,,,,,"Yes",,,,,,,"Pershing Correspondent",,"NO","Yes",,,,,,,,,,,,"False",,,75,,,,,109,105,"2017-11-22 15:37:51","2014-05-05 14:39:53",,,,,,,,500
"York Securities, Inc. (Clears through Pershing)","209181","2014-05-15 00:00:00",,,,,"(800) 221-3154","(212) 619-1593","160 Broadway","New York","NY","10038",,,,,,"Yes",,,,,,,,,,,,,,,,,,,,,,"False",,"160 Broadway
New York NY 10038",75,"No","No",,,107,105,"2017-11-22 15:40:19","2014-05-19 09:55:44",,,,,,,,501
"Vanguard Fiduciary Trust Co","1390","2014-05-20 00:00:00",,"23-2186884",,,"610-503-5697","610-669-6197","PO Box 2600 VM K22","Valley Forge ","PA","19482-2600",,,,,,"Yes",,,,,,,"NSCC",,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Vanguard%20Fiduciary%20Trust%20Co%20(1390)/default.aspx, site",,,,"False",,,63,"No","No",,,90,234,"2016-08-05 14:35:05","2014-06-02 13:51:13",,,"$",,"True",,,502
"Oneida Wealth Management (Clears through Pershing)","209181","2014-06-03 00:00:00",,,,,"(315) 413-4461","(315) 478-1502","5232 Witz Dr","North Syracuse","NY","13212",,,,,,"Yes",,,,,,,"Pershing Correspondent",,,"No",,,,,,,,,,,,"False",,,75,,,,,107,105,"2017-11-22 15:36:08","2014-06-03 08:47:33",,,,,,,,503
"Qualified Benefits Consultants ","Info Only","2010-09-21 00:00:00","2019-10-07 00:00:00",,,,"314-367-6555","314-367-7982","4940 Washington Blvd","St. Louis","MO","63108",,,,,,"Yes",,,,,,,,,,,,,,,,,,,"<div class=""ExternalClass1129F6432B4F4BA4916BB66A24680A92""><html>
  <p>​Please see Profile for 707129 - The 401kStore.com<br></p>
<p>10/24/2019 (AK) - Contract terminated effective 6/22/2019 as part of the intermediary agreements cleanup project.<br></p>
</html></div>",,,"False",,,98,,,,,94,142,"2019-10-24 11:39:17","2014-06-03 13:13:13",,,,,,,,504
"Ekon Benefits","Info Only",,"2019-10-07 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""ExternalClassAE576226A6964D9FB2D2EFC4C25E05B9""><html>
  <p>​Search purposes only.&#160; Please see Profile for 707129 - The401kStore.com<br></p>
<p>Contract terminated effective 6/22/2019 as part of the intermediary agreements cleanup project.<br></p>
</html></div>",,,"False",,,98,,,,,94,142,"2019-10-24 11:41:24","2014-06-03 13:18:04",,,,,,,,505
"Vanguard Fiduciary Trust Co","501390","2014-05-20 00:00:00",,"23-2186884",,,"610-503-5697","610-669-6197","PO Box 2600 VM K22","Valley Forge ","PA","19482-2600",,,,,,"Yes",,,,,,,"NSCC",,,,,,,,,,,,"<div class=""ExternalClass5277F882F1844E15BEC6AA5EF1568B58""><html>
  <p>​This trust has a corresponding dealer profile</p>
</html></div>",,,"False",,,63,"No","No",,,94,90,"2015-07-06 16:02:46","2014-06-11 12:00:21",,,,,,,,506
"MML Distributors LLC","7975","2014-06-20 00:00:00",,"04-3356880",,"38030","413-788-8411","860-562-2283","1295 State Street","Springfield","MA","01111",,,,,,"Yes",,,"<div class=""ExternalClass0A40524626FF4367A17F3E9DD0D0160D""><html>
  <div class=""ExternalClassDA093A129ADC4C94B45DAC5DEB0402D3"">
<p>​<span id=""ms-rterangepaste-start""></span>Bank of America<br>ABA&#58; 026009593<br>DDA&#58; 9429031863<span id=""ms-rterangepaste-end""></span><br>FFC&#58; Harbor 5471</p><p>Attn Dan Kondej</p></div>
</html></div>",,,"Daily","NSCC",,,"No",,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/MML%20Distributors%20LLC%20(7975)/default.aspx, Site",,,,"False",,"1295 State Street
Springfield MA 01111",37,"No","No",,,90,307,"2018-07-02 16:41:18","2014-06-11 16:37:17",,,"$",,"True",,,507
"MML Distributors LLC SMF-PL ","7980","2014-06-20 00:00:00",,"04-3356880",,"38030","413-788-8411","860-562-2283","1295 State Street","Springfield","MA","01111",,,,,,"Yes",,,"<div class=""ExternalClass87D4A7DC5EA14ABA800FD1EAF14569CE""><html>
  <div class=""ExternalClass57FC60E92ABD46A2A739CD48A22D8F12"">
<p>​<span id=""ms-rterangepaste-start""></span>Bank of America<br>ABA&#58; 026009593<br>DDA&#58; 9429031863</br></br></p><p>FFC&#58; Harbor 5471</p><p>Attn&#58; Dan Kondej<br></br></p></div>
</html></div>",,,"Daily","NSCC",,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/MML%20Distributors%20LLC%20SMF-PL%20(7980)/default.aspx, Site",,,,"False",,"1295 State Street
Springfield MA 01111",37,"No","No",,,90,142,"2016-06-27 14:23:08","2014-06-12 14:20:18",,,"$",,"True",,,508
"Kohn (LM) & Company","0194","2008-12-15 00:00:00","2017-05-10 00:00:00","31-1311805",,"27913","513-792-0301","513-792-0300","9810 Montgomery Road","Cincinnati","OH","45242",,,,,,"Yes",,,,,,"Dividend- Daily, Financial- Daily, Account Position- 2nd & 4th Thursdays, Dec Month End",,,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Kohn%20(LM)%20and%20Company%20(0194)/default.aspx, Site",,,,"False",,"9810 Montgomery Road
Cincinnati OH 45242",75,"No","No",,,90,105,"2017-07-19 08:35:49","2014-06-12 15:13:41",,,"$",,,,,509
"White, Weld & Co Securities LLC","Clears Through Pershing","2014-06-16 00:00:00","2014-09-26 00:00:00",,,,"212-888-6822","212-888-6824","156 west 56 St., 10th Floor","New York","NY","1019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"False",,"156 West 56 St., 10th Floor
New York, NY 10019",75,,,,,107,105,"2015-08-24 15:42:58","2014-06-16 14:09:48",,,,,,,,510
"CommunityAmerica Financial Solutions LLC (Clears through Pershing)","209181","2014-06-16 00:00:00",,,,,"913-905-3600","913-905-3601","9777 Ridge Drive, Suite 360","Lenexa","KS","66219",,,,,,"Yes",,,,,,,,,,,,,,,,,,,,,,"False",,"9777 Ridge Drive, Suite 360
Lenexa KS 66219",75,,,,,107,105,"2017-11-22 15:29:58","2014-06-16 14:13:43",,,,,,,,511
"Ohanesian Lecours, Inc. (Clears through Pershing)","209181","2014-06-17 00:00:00",,,,,"860-521-4751","860-521-4755","433 S Main St Suite 104","West Hartford","CT","06110",,,,,,"Yes",,,,,,,"Pershing Correspondent",,,,,,,,,,,,,,,"False",,"433 S Main St Suite 104
West Hartford CT 06110",75,,,,,107,105,"2017-11-22 15:35:59","2014-06-19 09:06:47","False",,,,,,,512
"Park Avenue Securities (Clears through Pershing)","209181","2014-06-18 00:00:00",,,,,"212-919-2151","212-919-3060","7 Hanover Square","New York","NY","10004",,,,,,"Yes",,,,,,,,,,,,,,,,,,,,,,"False",,"7 Hanover Square
New York, NY 10004",75,"No","No",,,107,105,"2017-11-22 15:36:15","2014-06-19 14:23:20","False",,,,,,,513
"Northeast Securities LLC (Clears through Pershing)","209181","2014-07-03 00:00:00",,,,,"516-396-1652","516-222-5364","333 Earl Ovington Blvd Suite 706","Mitchel Field","NY","11553",,,,,,"Yes",,,,,,,,,,,,,,,,,,,"<div class=""ExternalClass6395BA4F18174F54A5DF9A682813097C""><html>
  <p>​Formerly Northeast Securities (name changed effective December 11, 2017)</p>
</html></div>",,,"False",,"333 Earl Ovington Blvd Suite 706
Mitchel Field NY 11553",75,,,,,107,142,"2018-03-29 11:32:56","2014-07-06 11:13:10","False",,,,,,,514
"Louisiana Patient's Comp Fund","209171","2014-07-09 00:00:00",,,,,"225-362-5267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""ExternalClass09D2CF991CE84256AB3362257E914B75""><html>
  <p>Barbara Woodard has access​</p>
</html></div>",,,"False",,"8225 Florida Blvd 2nd Floor
Baton Rouge LA 70806",75,,,,,105,90,"2015-07-06 16:01:32","2014-07-09 12:33:03","False",,,,,,,515
"McClurg Capital","209172","2014-07-22 00:00:00",,"94-2969239",,,"415-472-1445","415-472-1427","950 Northgate Drive Suite 301","San Rafael","CA","94903",,,,,,"Yes",,,,"950 Northgate Dr Suite 301
San Rafael CA 94903",,,"Pershing Correspondent",,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/209172/default.aspx, site","<div class=""ExternalClass9643399BD72445A1A352B42EE0E9DB10""><html>
  <p>​McClurg Capital Corp clears through Pershing. Effective December 9, 2014, Harbor Funds Distributors, Inc and McClurg Capital Corporation entered into a fee schedule agreement for assets held outside of Pershing.&#160; </p>
</html></div>",,,"False",,"950 Northgate Drive Suite 301
San Rafael CA 94903",75,,,,,107,307,"2018-02-08 12:01:37","2014-07-22 12:16:02","False",,"$",,,,,516
"NPB Financial Group, LLC (Clears through Pershing)","209181",,,,,,,,"3500 W Olive Ave Suite 300","Burbank","CA ","91505",,,,,,"Yes",,,,,,,"Pershing Correspondent",,,,,,,,,,,,,,,"False",,"3500 W Olive Ave Suite 300
Burbank CA 91505",75,,,,,107,105,"2017-11-22 15:35:27","2014-07-31 14:55:40","False",,,,,,,517
"T. Rowe Price Trust Company","2128","2000-08-09 00:00:00",,,"JK",,"410-347-6861",,"110 S Paca Street 9th Floor MS 109-911","Baltimore ","MD","21203",,,,,,"Yes",,,,"110 S Paca Street 9th Floor
MS 109-911
Baltimore MD 21203",,,"NSCC",,,"No",,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/2128/default.aspx, Site","<div class=""ExternalClass94F6A6CBBB6D4DAFA41AEC5A9DF608AE""><html>
  <p>​Harbor agreement is with Allfirst which was acquired by M&amp;T in 2003. </p><p><span id=""ms-rterangepaste-start""></span>Formerly Manufacturers &amp; Traders Trust Co (effective 12/9/2016)</p>
</html></div>",,,"False",,"110 S Paca Street 9th Floor
MS 109-911
Baltimore MD 21203",66,"No","No",,,94,307,"2017-10-30 13:53:38","2014-08-06 09:23:28","True",,,,,,,518
"Goldman Sachs & Co","0005",,,"13-5108880","UY",,"888-444-2060","212-493-0829","222 South Main Street Floor 14","Salt Lake City ","UT","84101",,,,,,"No",,"Dealer will Invoice","<div class=""ExternalClass408BF722F2194B7EA42698243D3C35AC""><html>
  <p>​JP Morgan Chase </p>
<p>ABA&#58; 021000021</p>
<p>A/C&#58; 9301011483</p>
<p>FFC&#58; Goldman Sachs &amp; Co New York </p>
<p>FFC A/C&#58; 951-60631-8-00</p></html></div>",,,"Dividend- Daily, Financial- Daily, Account Position- Daily","NSCC",,,,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/0005/default.aspx, Site","<div class=""ExternalClassA291C91711154B509117ADD06C7A103E""><html>
  <p>Goldman Sachs initially started a selling agreement in 2014 for the Emerging Market Equity Fund but the agreement was not executed.&#160; This agreement is solely for the Small Cap Growth Opportunities Fund only. <span id=""ms-rterangepaste-end""></span></p>
</html></div>",,,"False",,"222 South Main Street Floor 14
Salt Lake City, UT 84101",90,"Yes","No",,,94,307,"2017-10-31 14:38:48","2014-08-12 15:53:00","True","True",,,"True","<html>
  <p>​Contract includes the Retirement Share Class of the Small Cap Value Opportunities Fund only</p>
</html>","Invoice",519
"ICMA Retirement Corporation","100282","2004-10-05 00:00:00","2014-10-29 00:00:00","52-2138303",,"23189","202-962-4600","202-289-5738","777 North Capital Street NE STE 600","Washington ","DC ","20002-4240",,,,,,"Yes",,,,"ICMA RC
777 North Capital St NE #600
Washington DC 20002-4290",,,"NSCC",,"NO","Yes",,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/100282/default.aspx, site",,,,"False","BANK OF AMERICA N.A.
12TH AND MAIN STS
RICHMOND, VA 23261
Routing: 051000017
Account: 99374983","777 North Capital Street NE STE 600
Washington DC 20002-4240",86,"No","No",,,107,105,"2017-03-13 10:52:11","2014-08-18 11:20:39","False",,"$",,,,,520
"Caldwell Trust Company","2687","2014-08-29 00:00:00",,"65-0426937","XJ",,"941-493-3600","941-496-4660","201 Center Road Suite 2","Venice","FL","34285",,,,,,"Yes",,,,,,"Dividend - Daily, Financial Activity - Daily - Position - 2nd and 4th Friday","NSCC",,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/2687/default.aspx, Site",,,,"False",,"201 Center Road Suite 2
Venice FL 34285",92,,,,,107,85,"2016-03-07 12:58:18","2014-10-10 14:56:22","False",,,,,,,521
"Caldwell Trust Company","502687","2014-08-29 00:00:00",,"65-0426937","XJ",,"941-493-3600","941-496-4660","201 Center Road Suite 2","Venice","FL","34285",,,,,,"Yes",,,,,,"Dividend - Daily, Financial Activity - Daily, Position - 2nd, 4th, and 5th Friday","NSCC",,"No",,,,,,,,,,"<div class=""ExternalClass8430CFFC94DB4CEAAD468AC6C56480B1""><html>
  <p>​This trust has a corresponding dealer profile</p>
</html></div>",,,"False",,"201 Center Road Suite 2
Venice FL 34285",92,,,,,107,107,"2016-03-03 16:20:44","2014-10-10 14:58:55","False",,,,,,,522
"Regulus Advisors (Clears through Pershing)","209181",,,,,,"616-258-5015","616-458-7402","2687 44th Street SE Suite 101","Kentwood","MI","49512",,,,,,"Yes",,,,,,,"Pershing Correspondent",,"NO","No",,,,,,,,,,,,"False",,"2687 44th Street SE Suite 101
Kentwood MI 49512",75,,,,,107,105,"2017-11-22 15:36:44","2014-10-21 11:30:42","False","False",,,,,,523
"John Hancock Life Insurance Company (U.S.A.)","4704","2014-10-22 00:00:00",,"01-0233346","1L",,"416-926-6854","416-926-3276","RPS Trading OPS ST6 200 Berkeley St","Boston","MA","02116-5022",,,,,,"No",,,"<div class=""ExternalClass54DCED959F214D6FAA5DCE7249849CBA""><html>
  <p>​Citibank New York</p>
  <p>ABA&#58; 021000089</p>
  <p>Beneficiary&#58; John Hancock Life Insurance Company (U.S.A.)</p>
  <p>DDA&#58; 4069-1539</p>
  <p>FFC&#58; Attn JHRPS Trading Ops/Redemption of ETF shares</p>
</html></div>",,,"Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday","NSCC",,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/4704/default.aspx, Site","<div class=""ExternalClass33211C0D1EEB475B9CC7FD0C3DD75035""><html>
  <p>​Contract is only for Mid Cap Value Inst -HAMVX</p>
</html></div>",,,"False",,,87,"No","Yes",,,94,105,"2019-07-22 11:03:53","2014-10-22 11:47:18","True","False","$",,,"<html>
  <p>​Contract only includes Mid Cap Value Fund Institutional Class, Large Cap Value Institutional Class, and Small Cap Value Institutional Class</p>
</html>",,524
"John Hancock Life Insurance Company of New York ","4705","2014-10-22 00:00:00",,"13-3646501","1S",,"416-926-6854","416-926-3276","RPS Trading OPS ST6 200 Berkeley St","Boston","MA","02116-5022",,,,,,"No",,,"<div class=""ExternalClass86EEFC350552475091F118EA875C870A""><html>
  <p>​Citibank New York </p>
  <p>ABA&#58; 021000089</p>
  <p>Beneficiary&#58;John Hancock Life Insurance Company of New York</p>
  <p>DDA&#58; 4075-2194</p>
  <p>FFC&#58; Attn JHRPS Trading Ops/Redemption of ETF shares</p>
</html></div>",,,"Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday","NSCC",,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/4705/default.aspx, Site","<div class=""ExternalClass6C85FEF0F29D42BDA4A4AF0489A3EEEF""><html>
  <p>​John Hancock has two dealer numbers 4704 and 4705</p>
</html></div>",,,"False",,,87,"No","Yes",,,94,105,"2019-07-22 11:03:43","2014-10-22 12:18:30","True","False","$",,,"<html>
  <p>​Contract only includes Mid Cap Value fund Institutional Class, Large Cap Value fund Institutional Class, and Small Cap Value Fund Institutional Class</p>
</html>",,525
"LTC Investment Services Inc","209047","2006-07-14 00:00:00",,"84-1096874","AS","23750","800-655-8366",,"PO Box 17289","Denver","CO","80217-0289",,,,,,"Yes",,,,"717 17th St Ste 2600
Denver CO 80202-3326",,,"NSCC",,"No",,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/209047/default.aspx, site","<div class=""ExternalClassC2F4847F280C4B9A9953150BD179A707""><html>
  <p>​Formerly Fiserv Brokerage Services Inc</p>
</html></div>",,,"False",,,75,"No","Yes",,,94,105,"2015-08-24 15:54:25","2014-11-12 16:35:37","False","False","$",,,,,526
"TIAA-Cref Trust Co FSB","503107","2014-12-16 00:00:00",,"43-1814494",,,"314-244-5000","314-244-5012","211 N Broadway Suite 1000","St Louis","MO","63102",,,,,,"Yes",,,,,,"None - receives daily on dealer 209148","NSCC",,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/503107/default.aspx, site","<div class=""ExternalClass3D9659D1AEE544F4B03E12555FFF58B7""><html>
  <p>No new agreement is required for trading through 503107. Agreement under 209148</p>
</html></div>",,,"False",,"211 N Broadway Suite 1000
St Louis MO 63102",88,"Yes","No",,,90,142,"2016-03-28 16:56:08","2015-01-05 12:56:47","False","False",,,"True",,,527
"Mass Mutual Sub TA ","109085","2015-01-02 00:00:00",,"04-1590850","VB","4534","413-744-6604","413-744-2494","1295 State Street MIP Code C105","Springfield","MA","0111",,,,,,"Yes",,,"<div class=""ExternalClass54969EB8AA754E0987A3D91D16FC1F50""><html>
  <p>JP Morgan Chase</p>
  <p>ABA&#58; 021000021</p>
  <p>MassMutual Life Insurance Co. RS Admin Fees</p>
  <p>Account&#58; 700625010</p>
</html></div>",,,,"NSCC",,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/109085/default.aspx, site",,,,"False",,"1295 State Street MIP Code C105
Springfield, MA 01111",37,"No","No",,,90,142,"2018-06-25 10:42:35","2015-01-08 16:14:14","False","False","$",,"True",,"Non-Invoice",528
"Hamilton Cavanaugh & Associates, Inc.","209173","2015-01-07 00:00:00",,"13-3750891",,,"914-761-6110","914-993-9628","661 North Broadway","North White Plains","NY ","10603",,,,,,"Yes",,,,"Hamilton Cavanaugh & Associates, Inc
661 North Broadway
North White Plains, NY 10603",,,,,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/209173/default.aspx, Site",,,,"False",,"Hanilton Cavanaugh & Associates, Inc
661 North Broadway
North White Plains, NY 10603",75,,,,,90,307,"2018-03-02 10:17:38","2015-02-09 09:01:07","True","False","$",,,,,529
"Amegy Investments, Inc. (Clears through Pershing)","209181","2015-01-15 00:00:00",,,,,"713-232-2222",,"440 Post Oak Parkway","Houston","TX","77027",,,,,,"Yes",,,,,,,"Pershing Correspondent",,"No","No",,,,,,,,,,,,"False",,"P.O. Box 27459
Houston, TX 77227-7459",75,,,,,109,105,"2017-11-22 15:26:36","2015-02-10 07:55:24","False","False",,,,,,530
"First Command Financial Planning, Inc. (Clears through Pershing)","209181","2015-03-17 00:00:00",,,,,"817-569-2210",,"1 FirstComm Plaza","Fort Worth","TX","76109",,,,,,"Yes",,,,,,,"Pershing Correspondent",,,"No",,,,,,,,,,,,"False",,"P.O. Box 2387
Fort Worth, TX 76113
",75,,,,,109,105,"2017-11-22 15:31:40","2015-04-21 15:37:43","False","False",,,,,,532
"Monere Investments (Clears through Pershing)","209181","2015-05-11 00:00:00",,,,,"312-585-3850","312-683-3297","135 S LaSalle St Suite 4150","Chicago","IL","60603",,,,,,"Yes",,,,,,,"Pershing Correspondent",,"No",,,,,,,,,,,,,"False",,"135 S LaSalle St Suite 4150
Chicago IL 60603",75,,,,,105,105,"2017-11-22 15:34:59","2015-05-11 16:43:19","False","False",,,,,,533
"Lion Street Financial LLC","209175","2015-08-11 00:00:00",,"80-0842559",,,,,"515 Congress Ave Ste 2500","Austin","TX","78701",,,,,,"Yes",,,"<div class=""ExternalClassE0D76A8C0F9E4D8987686A792BB0546B""><html>
  <p>​ABA&#58; 111000753</p>
  <p>Comerica Bank</p>
  <p>Account&#58; 1881675258</p>
  <p>Lion Street Financial</p>
</html></div>",,,,,,"No",,,,,,,,"Yes","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/209175/default.aspx, site",,,,"False",,"515 Congress Ave Ste 2500
Austin TX 78701",75,"No","No",,,90,107,"2015-09-15 13:03:22","2015-08-17 08:49:41","False","False",,,,,,534
"Great West Trust Co","707147","2015-07-01 00:00:00","2018-02-01 00:00:00","84-1455663",,,,,"11500 Outlook St","Overland Park","KS","66211",,,,,,"Yes",,,"<div class=""ExternalClass7B134604AE7C4B30B57AAA45DD0BB5CA""><html>
  <p>​ABA&#58; 102000021</p>
  <p>A/C&#58; 120400019374</p>
  <p>Name on A/C&#58; GWFS Equities Inc</p>
  <p>US Bank</p>
  <p>FFC&#58; Revenue 2T2</p>
</html></div>",,,"Dividend - Daily, Financial Activity - Daily, Position - Daily","NSCC",,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/707147/default.aspx, site","<div class=""ExternalClass34C4A7993D7045BCB716E6D1440A752B""><html>
  <p>​<span aria-hidden=""true"" id=""ms-rterangepaste-start""></span>Great West requested this TPA be set up. This TPA was already set up in UFID on 7/1/15 to facilitate a trustee change to Great West. Legal confirmed this TPA is covered under the exisiting agreement. </p><p>Fees are paid under TPA 100257.<span aria-hidden=""true"" id=""ms-rterangepaste-end""></span></p><p><span style=""font-size&#58;13.3333px;"">2/1/18&#58;&#160;GWFS has confirmed that this TPA is not being used and can be removed from Harbor's records.</span><br></p>
</html></div>",,,"False",,"11500 Outlook St
Overland Park KS 66211",29,,,,,90,105,"2018-02-02 09:06:29","2015-08-31 16:34:11","False","False",,,"True",,,535
